chulNo,hrSex,hrAge,hrWeight,hrWeightVariation,rcType,rcClass,rcDist,rcHrUnit,chaksunT,chaksunY,chaksun_6m,hrOrd1CntT,hrOrd1CntY,hrOrd2CntT,hrOrd2CntY,hrRcCntT,hrRcCntY,hrWgBudam,track,weather,meanTemperature ,minimumTemperature,miTime,maximumTemperature ,maxTime,dailyPrecipitation,maxWindspeed,meanWindspeed,maxWindspeedDirection,jkAge,jkWgOther,jkWgPart,jkRcCntT,jkOrd1CntT,jkOrd2CntT,jkRcCntY,jkOrd1CntY,jkOrd2CntY,trAge,trRcCntT,trOrd1CntT,trOrd2CntT,trRcCntY,trOrd1CntY,trOrd2CntY,rcResult
4,mare,4,451,-5,Deasang,M_open,1400,13,242400000,143400000,42000000,4,1,3,3,8,4,56.5,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,30,52,52,2728,206,209,554,44,47,45,552,67,64,245,32,36,fail
7,mare,4,462,8,Deasang,M_open,1400,13,136600000,94800000,84000000,3,2,1,0,16,11,57,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,39,50,50,41,3,2,41,3,2,47,"1,938",177,190,468,42,40,fail
9,mare,5,500,-4,Deasang,M_open,1400,13,380530000,174900000,110000000,5,2,5,1,26,9,57,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,29,51,51,1680,115,120,521,30,39,54,"4,464",364,392,267,13,14,pass
11,mare,4,460,7,Deasang,M_open,1400,13,294130000,124600000,74200000,4,1,5,2,14,5,57,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,25,52,52,1126,51,88,438,25,37,52,995,96,113,187,22,22,fail
1,mare,3,445,2,general,KG4,1300,11,105300000,105300000,70000000,3,3,1,1,9,9,55,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,24,51,52,1101,141,134,447,56,49,60,"8,760",762,813,305,33,36,fail
2,mare,5,459,1,general,KG4,1300,11,87430000,6400000,0,1,0,3,0,25,8,52,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,29,51,51,1680,115,120,521,30,39,47,"4,190",275,361,201,11,20,fail
3,stallion,5,440,-10,general,KG4,1300,11,6600000,6600000,6600000,0,0,0,0,4,4,54.5,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,29,52,52,2319,334,244,7,0,0,49,"2,096",189,181,225,15,15,fail
4,mare,3,459,-6,general,KG4,1300,11,86150000,86150000,14900000,3,3,1,1,7,7,51.5,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,35,49,49,677,77,54,369,39,28,49,"3,079",228,259,300,29,23,fail
5,mare,4,457,11,general,KG4,1300,11,71100000,68400000,60050000,3,3,1,1,15,12,52,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,37,52,52,3016,114,138,104,3,5,54,"3,817",431,389,131,14,17,fail
6,stallion,3,498,6,general,KG4,1300,11,72750000,72750000,39200000,2,2,3,3,6,6,55.5,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,41,53,53,2400,271,274,247,29,27,53,"3,368",279,301,187,23,22,pass
7,mare,4,474,-8,general,KG4,1300,11,61600000,34200000,0,2,1,3,1,12,9,52,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,39,50,50,41,3,2,41,3,2,52,598,40,43,147,8,10,fail
8,mare,4,453,0,general,KG4,1300,11,71650000,8400000,8400000,2,0,2,0,15,6,53,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,22,49,49,276,28,21,276,28,21,45,552,67,64,245,32,36,fail
9,mare,3,468,-2,general,KG4,1300,11,47550000,47550000,47550000,2,2,0,0,4,4,51,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,35,53,53,6332,1282,965,588,140,113,53,"2,334",207,178,220,16,9,pass
10,gelding,3,464,3,general,KG4,1300,11,76800000,76800000,49200000,1,1,5,5,9,9,56.5,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,36,53,53,2456,175,210,159,13,19,58,"7,176",668,732,241,27,28,pass
11,gelding,6,480,-2,general,KG4,1300,11,70240000,16000000,10500000,1,0,1,0,37,13,52,good,fine,23,13.9,504,31.2,1547,0,5.4,1.2,67.5,36,53,52,3033,206,239,75,0,2,40,578,46,41,215,18,14,fail
1,mare,3,454,-13,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,28,52,52,1422,115,102,162,16,9,52,600,40,43,149,8,10,fail
2,mare,3,485,3,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,50,51,51,13386,2001,1834,606,60,61,57,"3,499",265,273,308,18,19,fail
3,mare,3,447,0,general,KG6,1000,12,5600000,5600000,5600000,0,0,0,0,2,2,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,33,52,52,2915,253,259,411,29,36,54,"3,371",335,285,195,9,12,pass
4,mare,3,458,3,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,30,52,52,2739,207,210,553,43,47,56,"10,389",795,925,340,13,25,fail
5,stallion,3,447,3,general,KG6,1000,12,1000000,1000000,1000000,0,0,0,0,1,1,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,51,51,2521,191,188,483,39,31,47,"1,950",178,190,470,43,40,fail
6,gelding,3,418,-8,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,36,53,52,3034,206,239,73,0,2,54,"3,371",335,285,195,9,12,fail
7,stallion,3,488,-4,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,51,51,1047,59,57,211,13,13,50,"2,105",204,192,25,4,1,fail
8,mare,3,436,-2,general,KG6,1000,12,1600000,1600000,1600000,0,0,0,0,1,1,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,22,49,49,535,23,32,196,12,13,52,"1,227",98,105,165,14,13,pass
9,mare,3,414,-8,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,52,52,2328,334,246,16,0,2,46,"1,154",150,118,260,43,29,fail
10,gelding,3,507,8,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,52,52,1520,91,122,235,11,13,51,"3,739",344,346,165,13,17,fail
11,mare,3,441,0,general,KG6,1000,12,5600000,5600000,5600000,0,0,0,0,2,2,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,52,52,1139,51,90,446,25,39,52,"1,087",109,98,211,18,28,pass
12,mare,3,463,29,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,49,49,103,7,6,103,7,6,56,"5,992",726,676,342,35,30,fail
1,mare,3,442,-6,general,KG6,1200,11,1000000,1000000,1000000,0,0,0,0,3,3,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,51,51,1688,117,122,515,31,41,63,"8,705",1148,989,149,9,7,pass
2,mare,3,479,7,general,KG6,1200,11,13900000,13900000,13900000,0,0,1,1,6,6,55,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,38,53,53,4878,613,605,269,39,44,52,600,40,43,149,8,10,pass
3,mare,3,442,0,general,KG6,1200,11,3500000,3500000,0,0,0,0,0,4,4,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,51,51,2521,191,188,483,39,31,61,"8,151",724,827,199,12,10,fail
4,gelding,4,0,0,general,KG6,1200,11,9100000,9100000,8100000,0,0,0,0,15,11,53,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,51,155,2,11,155,2,11,54,"3,371",335,285,195,9,12,fail
5,mare,3,493,-6,general,KG6,1200,11,0,0,0,0,0,0,0,2,2,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,34,52,52,4448,689,593,473,80,56,38,742,42,48,252,17,19,fail
6,mare,3,444,-4,general,KG6,1200,11,4200000,4200000,4200000,0,0,1,1,3,3,55,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,31,52,52,1266,98,79,116,5,3,48,"1,017",66,71,203,9,13,fail
7,mare,4,457,2,general,KG6,1200,11,14350000,4000000,4000000,0,0,1,0,15,9,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,28,51,51,1111,48,53,119,1,4,40,947,81,80,310,18,26,pass
8,stallion,6,478,-1,general,KG6,1200,11,0,0,0,0,0,0,0,4,0,53.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,49,49,209,13,11,209,13,11,52,"3,269",337,318,249,27,28,fail
9,stallion,3,513,-1,general,KG6,1200,11,0,0,0,0,0,0,0,4,4,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,37,52,52,3019,115,138,107,4,5,54,"3,819",431,389,131,14,17,fail
10,mare,3,410,-4,general,KG6,1200,11,0,0,0,0,0,0,0,3,3,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,52,52,1139,51,90,446,25,39,45,559,68,65,247,32,37,fail
11,mare,3,468,-12,general,KG6,1200,11,6200000,6200000,6200000,0,0,1,1,6,6,55,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,52,1110,141,136,450,56,50,59,"3,786",261,317,295,25,23,fail
12,mare,3,462,-3,general,KG6,1200,11,0,0,0,0,0,0,0,1,1,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,39,50,50,56,5,3,56,5,3,54,"3,785",330,352,275,23,21,fail
1,mare,3,436,-4,general,KG6,1300,7,9800000,9800000,7300000,0,0,0,0,9,9,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,52,52,2328,334,246,16,0,2,51,"3,098",278,325,342,32,28,pass
2,mare,3,464,8,general,KG6,1300,7,11150000,11150000,9650000,0,0,1,1,9,9,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,51,51,2521,191,188,483,39,31,57,"5,242",702,571,287,39,27,pass
3,mare,3,452,2,general,KG6,1300,7,3400000,3400000,1000000,0,0,0,0,13,13,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,39,50,50,56,5,3,56,5,3,49,"2,738",220,230,253,16,24,fail
4,gelding,3,479,1,general,KG6,1300,7,6200000,6200000,6200000,0,0,0,0,5,5,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,49,54,54,6335,678,714,162,22,24,51,"2,111",153,147,140,5,10,fail
5,stallion,3,486,9,general,KG6,1300,7,4600000,4600000,4600000,0,0,0,0,6,6,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,52,1110,141,136,450,56,50,53,"2,339",208,178,223,16,8,fail
6,mare,4,476,5,general,KG6,1300,7,4600000,4600000,3600000,0,0,0,0,23,17,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,37,52,52,3019,115,138,107,4,5,49,"2,738",220,230,253,16,24,fail
7,gelding,3,437,-9,general,KG6,1300,7,0,0,0,0,0,0,0,6,6,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,37,54,54,1576,105,139,54,5,5,53,"1,957",204,158,289,33,27,pass
1,mare,4,437,3,general,KG5,1200,7,42850000,41350000,22000000,2,2,0,0,18,13,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,49,49,209,13,11,209,13,11,51,"2,111",153,147,140,5,10,fail
2,mare,4,0,0,general,KG5,1200,7,34750000,34750000,24400000,1,1,1,1,12,10,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,52,52,1139,51,90,446,25,39,52,"3,269",337,318,249,27,28,fail
3,mare,3,475,4,general,KG5,1200,7,13200000,13200000,13200000,1,1,0,0,4,4,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,39,50,50,56,5,3,56,5,3,46,"1,154",150,118,260,43,29,fail
4,gelding,3,465,-1,general,KG5,1200,7,16700000,16700000,16700000,1,1,0,0,5,5,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,49,52,52,7335,515,592,291,12,15,56,"10,389",795,925,340,13,25,fail
5,mare,4,467,0,general,KG5,1200,7,13750000,13750000,13750000,1,1,0,0,7,7,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,51,51,2521,191,188,483,39,31,53,"1,640",128,134,211,10,10,pass
6,mare,4,0,0,general,KG5,1200,7,31600000,29600000,14600000,1,1,1,1,16,9,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,34,52,52,4448,689,593,473,80,56,47,"1,950",178,190,470,43,40,fail
7,gelding,4,441,8,general,KG5,1200,7,37250000,35750000,22000000,2,2,0,0,12,9,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,22,49,49,284,29,22,284,29,22,49,"3,085",229,259,303,30,23,pass
8,mare,3,447,-2,general,KG5,1200,7,22400000,22400000,22400000,1,1,0,0,3,3,52.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,49,49,103,7,6,103,7,6,56,"5,992",726,676,342,35,30,pass
9,stallion,4,446,-7,general,KG5,1200,7,16750000,14250000,0,0,0,1,1,19,11,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,22,49,49,535,23,32,196,12,13,57,"2,106",140,175,161,8,13,fail
1,gelding,3,443,-21,general,MG4,1200,12,0,0,0,0,0,0,0,4,4,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,52,52,1139,51,90,446,25,39,56,"5,195",385,426,191,7,12,fail
2,stallion,4,502,0,general,MG4,1200,12,55700000,19500000,3000000,0,0,0,0,25,12,55.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,33,52,52,2915,253,259,411,29,36,56,"10,389",795,925,340,13,25,fail
3,stallion,3,482,3,general,MG4,1200,12,0,0,0,0,0,0,0,8,8,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,49,49,209,13,11,209,13,11,50,"2,105",204,192,25,4,1,fail
4,gelding,3,468,-5,general,MG4,1200,12,0,0,0,0,0,0,0,4,4,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,42,51,51,5254,386,461,156,10,6,51,"3,098",278,325,342,32,28,fail
5,mare,4,479,5,general,MG4,1200,12,64500000,64500000,52400000,2,2,2,2,13,12,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,39,50,50,56,5,3,56,5,3,46,"1,154",150,118,260,43,29,fail
6,stallion,3,454,-13,general,MG4,1200,12,0,0,0,0,0,0,0,5,5,52.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,51,51,1688,117,122,515,31,41,54,"4,469",364,393,269,13,15,fail
7,stallion,3,519,-3,general,MG4,1200,12,3300000,3300000,0,0,0,0,0,5,5,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,22,49,49,284,29,22,284,29,22,49,"2,101",189,181,225,14,15,fail
8,stallion,3,466,7,general,MG4,1200,12,8400000,8400000,8400000,0,0,0,0,4,4,55.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,52,1110,141,136,450,56,50,45,559,68,65,247,32,37,pass
9,stallion,3,465,1,general,MG4,1200,12,0,0,0,0,0,0,0,8,8,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,51,51,2521,191,188,483,39,31,49,"3,085",229,259,303,30,23,fail
10,mare,3,481,-4,general,MG4,1200,12,0,0,0,0,0,0,0,4,4,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,30,52,52,2739,207,210,553,43,47,47,"4,194",275,362,202,11,21,fail
11,stallion,3,490,-8,general,MG4,1200,12,101900000,101900000,90200000,3,3,2,2,7,7,55.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,41,53,53,2404,274,275,244,31,27,52,999,97,114,186,22,22,pass
12,stallion,3,453,-7,general,MG4,1200,12,12600000,12600000,12600000,0,0,1,1,1,1,55.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,51,51,1047,59,57,211,13,13,56,"5,992",726,676,342,35,30,pass
1,mare,4,486,4,general,KG5,1300,7,29650000,20950000,20950000,1,1,1,0,7,5,53.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,30,52,52,2739,207,210,553,43,47,50,600,99,66,196,34,16,fail
2,mare,4,474,-4,general,KG5,1300,7,24400000,24400000,24400000,0,0,2,2,4,4,57,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,34,52,52,4448,689,593,473,80,56,58,10,3,1,10,3,1,fail
3,mare,3,454,-1,general,KG5,1300,7,20400000,20400000,20400000,0,0,2,2,7,7,52.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,52,52,1139,51,90,446,25,39,56,"5,195",385,426,191,7,12,pass
4,mare,4,469,-2,general,KG5,1300,7,51350000,34400000,6800000,1,1,2,0,11,6,53,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,22,49,49,284,29,22,284,29,22,61,"9,854",886,953,293,23,22,pass
5,mare,3,481,9,general,KG5,1300,7,21600000,21600000,13200000,0,0,1,1,5,5,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,42,51,51,5254,386,461,156,10,6,58,"7,181",669,733,241,28,29,fail
6,mare,3,454,-7,general,KG5,1300,7,17800000,17800000,12800000,1,1,0,0,5,5,53.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,49,49,103,7,6,103,7,6,50,"2,105",204,192,25,4,1,fail
7,mare,3,486,3,general,KG5,1300,7,42350000,42350000,42350000,1,1,2,2,5,5,55,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,38,53,53,4878,613,605,269,39,44,61,"8,704",885,882,241,24,21,pass
1,stallion,4,471,-10,general,MG4,1300,12,38200000,0,0,1,0,0,0,12,4,56.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,51,51,1688,117,122,515,31,41,47,"4,194",275,362,202,11,21,fail
2,gelding,4,467,-7,general,MG4,1300,12,2400000,2400000,2400000,0,0,0,0,3,3,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,52,1110,141,136,450,56,50,36,"1,147",177,100,279,43,26,pass
3,gelding,3,491,6,general,MG4,1300,12,3000000,3000000,3000000,0,0,0,0,5,5,52.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,30,52,52,2739,207,210,553,43,47,57,"5,242",702,571,287,39,27,fail
4,gelding,3,512,-4,general,MG4,1300,12,15400000,15400000,5500000,0,0,0,0,9,9,53,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,42,51,51,5254,386,461,156,10,6,51,"3,098",278,325,342,32,28,fail
5,gelding,5,512,8,general,MG4,1300,12,11700000,11700000,11700000,0,0,0,0,3,3,53,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,51,155,2,11,155,2,11,48,"1,017",66,71,203,9,13,fail
6,stallion,3,443,-10,general,MG4,1300,12,0,0,0,0,0,0,0,0,0,52.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,28,52,52,1422,115,102,162,16,9,56,"5,992",726,676,342,35,30,fail
7,gelding,5,460,12,general,MG4,1300,12,40050000,14850000,0,0,0,1,1,20,9,55,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,49,49,103,7,6,103,7,6,53,"1,640",128,134,211,10,10,fail
8,stallion,4,437,-9,general,MG4,1300,12,15000000,15000000,15000000,0,0,1,1,8,7,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,52,52,1139,51,90,446,25,39,45,559,68,65,247,32,37,pass
9,gelding,4,452,-9,general,MG4,1300,12,30750000,30750000,6000000,0,0,1,1,11,10,55,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,49,52,52,7335,515,592,291,12,15,47,"1,950",178,190,470,43,40,fail
10,stallion,4,421,-3,general,MG4,1300,12,15400000,12100000,0,0,0,0,0,12,10,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,51,51,1047,59,57,211,13,13,56,"5,992",726,676,342,35,30,fail
11,stallion,3,453,-8,general,MG4,1300,12,5200000,5200000,5200000,0,0,0,0,7,7,52.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,41,53,53,2404,274,275,244,31,27,53,"3,372",281,302,189,25,23,fail
12,gelding,3,469,10,general,MG4,1300,12,2400000,2400000,2400000,0,0,0,0,5,5,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,33,52,52,2915,253,259,411,29,36,49,462,53,32,198,28,14,pass
1,stallion,3,450,-3,general,KG5,1400,10,53700000,53700000,14400000,1,1,1,1,10,10,57,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,30,52,52,2739,207,210,553,43,47,51,"3,098",278,325,342,32,28,pass
2,gelding,3,468,-1,general,KG5,1400,10,17400000,17400000,5500000,0,0,1,1,8,8,52.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,52,52,2328,334,246,16,0,2,57,"5,242",702,571,287,39,27,pass
3,gelding,4,433,-15,general,KG5,1400,10,23400000,3200000,0,0,0,2,0,23,11,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,49,52,52,7335,515,592,291,12,15,61,"8,151",724,827,199,12,10,fail
4,gelding,4,523,-4,general,KG5,1400,10,16000000,4000000,1600000,0,0,2,0,11,7,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,51,155,2,11,155,2,11,38,849,78,97,272,31,39,fail
5,gelding,4,458,-3,general,KG5,1400,10,19650000,15450000,5700000,0,0,2,2,23,15,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,52,52,1520,91,122,235,11,13,61,"9,854",886,953,293,23,22,fail
6,mare,4,481,5,general,KG5,1400,10,15350000,1600000,0,1,0,0,0,15,9,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,39,50,50,56,5,3,56,5,3,48,"1,017",66,71,203,9,13,fail
7,gelding,6,438,-2,general,KG5,1400,10,44260000,9600000,0,0,0,1,0,55,17,51.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,42,48,50,2187,58,71,27,1,0,57,"3,499",265,273,308,18,19,fail
8,stallion,3,480,-3,general,KG5,1400,10,16200000,16200000,14600000,1,1,0,0,8,8,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,52,52,1139,51,90,446,25,39,51,"3,739",344,346,165,13,17,fail
9,stallion,3,482,-2,general,KG5,1400,10,41200000,41200000,24400000,0,0,4,4,6,6,56,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,52,1110,141,136,450,56,50,36,"1,147",177,100,279,43,26,pass
10,stallion,4,451,1,general,KG5,1400,10,38650000,22400000,11200000,0,0,1,0,19,11,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,34,52,52,4448,689,593,473,80,56,47,"1,950",178,190,470,43,40,fail
1,gelding,6,469,-1,general,KG4,1300,10,113720000,21950000,6000000,1,0,5,1,45,14,51,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,33,51,51,1337,50,61,62,1,0,60,"7,984",693,700,150,6,6,fail
2,mare,5,449,-2,general,KG4,1300,10,88370000,0,0,3,0,1,0,20,7,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,25,52,52,1139,51,90,446,25,39,52,999,97,114,186,22,22,fail
3,stallion,3,469,-2,general,KG4,1300,10,81650000,81650000,48400000,3,3,1,1,10,10,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,27,49,49,103,7,6,103,7,6,61,"8,704",885,882,241,24,21,fail
4,gelding,5,485,19,general,KG4,1300,10,93970000,11000000,0,2,0,3,0,21,4,55,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,22,49,49,535,23,32,196,12,13,57,"2,106",140,175,161,8,13,fail
5,stallion,4,482,-5,general,KG4,1300,10,98350000,98350000,71000000,3,3,1,1,15,12,54.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,34,52,52,4448,689,593,473,80,56,47,"1,950",178,190,470,43,40,pass
6,gelding,5,467,4,general,KG4,1300,10,66720000,20700000,10800000,0,0,1,0,37,15,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,28,51,51,1111,48,53,119,1,4,40,947,81,80,310,18,26,fail
7,gelding,4,465,8,general,KG4,1300,10,73500000,55400000,31000000,3,2,0,0,9,6,52.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,30,52,52,2739,207,210,553,43,47,50,600,99,66,196,34,16,fail
8,gelding,4,464,5,general,KG4,1300,10,46500000,30000000,2400000,2,1,0,0,10,6,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,24,51,52,1110,141,136,450,56,50,61,"9,854",886,953,293,23,22,pass
9,stallion,5,430,5,general,KG4,1300,10,21100000,21100000,2400000,0,0,0,0,11,10,53,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,51,51,1688,117,122,515,31,41,49,"3,085",229,259,303,30,23,pass
10,mare,5,434,-9,general,KG4,1300,10,94200000,63400000,46600000,2,1,4,3,24,13,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,52,52,2328,334,246,16,0,2,40,584,46,41,219,18,14,fail
1,gelding,3,490,-4,general,MG3,1700,9,55950000,55950000,55950000,1,1,1,1,7,7,51.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,29,51,51,1688,117,122,515,31,41,61,"9,854",886,953,293,23,22,fail
2,mare,5,469,2,general,MG3,1700,9,131550000,102350000,52000000,3,2,3,3,18,10,52,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,37,52,52,2800,157,224,161,3,14,38,849,78,97,272,31,39,fail
3,gelding,5,480,3,general,MG3,1700,9,134160000,42700000,38500000,3,1,1,0,23,9,57.5,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,41,53,53,2404,274,275,244,31,27,38,742,42,48,252,17,19,pass
4,stallion,4,466,-4,general,MG3,1700,9,137580000,47450000,33450000,2,0,4,1,23,12,54,good,cloudy,23.5,20.2,529,27.7,1225,12,10.5,1.4,250.3,33,52,52,2915,253,259,411,29,36,55,"2,158",224,191,212,13,21,fail
